no_indicacao;autor;uo_sigla;ano;tipo_de_indicacao;objeto;funcao_descricao;municipio;nome_do_beneficiario;no_instrumento;valor_indicado;valor_utilizado;valor_empenhado;valor_pago;status
165069;ANDREIA DE JESUS;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);ADMINISTRAÇÃO;TEOFILO OTONI;INSTITUTO PARA O DESENVOLVIMENTO SUSTENTAVEL - IDES;1481000722/2025;90000,0;90000,0;90000,0;90000,0;Pago Total
162782;IONE PINHEIRO;FES;2025;RESOLUÇÃO SES;Veículo Minivan (mínimo 7 lugares);SAÚDE;PASSA TEMPO;FUNDO MUNICIPAL DE SAUDE DE PASSA TEMPO;010088/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
165598;RODRIGO LOPES;PMMG;2025;EXECUÇÃO DIRETA;Kit Viatura e Armamento;SEGURANÇA PÚBLICA;TURVOLANDIA;4º GP - Turvolândia;;200000,0;200000,0;198607,24;10950,0;Pago Parcial
168944;MARQUINHO LEMOS;EMATER;2025;EXECUÇÃO DIRETA;Equipamento de informática e/ou comunicação;AGRICULTURA;BELO HORIZONTE;EMATER - SEDE;;48300,0;0,0;0,0;0,0;Reprovado
165855;ZÉ LAVIOLA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;CONSELHEIRO PENA;FUNDO MUNICIPAL DE SAUDE;010092/2025;581792,0;581792,0;581792,0;581792,0;Pago Total
165533;OSCAR TEIXEIRA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;VARZEA DA PALMA;FUNDO MUNICIPAL DE SAUDE;010092/2025;355841,0;355841,0;355841,0;355841,0;Pago Total
157707;ARNALDO SILVA;FES;2025;RESOLUÇÃO SES;Veículo de Transporte Sanitário ( Com Acessibilidade - 1 Cadeirante);SAÚDE;VARJAO DE MINAS;FUNDO MUNICIPAL DE SAUDE;010042/2025;304800,0;304800,0;304800,0;304800,0;Pago Total
159888;ANDREIA DE JESUS;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;FUNDACAO DE ASSISTENCIA INTEGRAL A SAUDE - FAIS;010064/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
180038;CELINHO DO SINTTROCEL;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CORONEL FABRICIANO;MUNICIPIO DE CORONEL FABRICIANO;0041/2025;27734,32;27734,32;27734,32;27734,32;Pago Total
166215;LELECO PIMENTEL;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MEDINA;MUNICIPIO DE MEDINA;0016/2025;7500,0;7500,0;7500,0;7500,0;Pago Total
158225;MAURO TRAMONTE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CONTAGEM;MUNICIPIO DE CONTAGEM;0016/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
162943;JOÃO JÚNIOR;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;CARVALHOS;FUNDO MUNICIPAL DE SAUDE DE CARVALHOS;010092/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
166131;ZÉ GUILHERME;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;CORONEL PACHECO;FUNDO MUNICIPAL DE SAUDE DE CORONEL PACHECO - MG;010092/2025;271632,0;271632,0;271632,0;271632,0;Pago Total
159967;BLOCO MINAS EM FRENTE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;LADAINHA;MUNICIPIO DE LADAINHA;0016/2025;350000,0;350000,0;350000,0;350000,0;Pago Total
160229;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Projeto Pedagogico - Aprendizado Além dos Muros ;EDUCAÇÃO;TEOFILO OTONI;EE GLÓRIA PENCHEL;;127160,0;0,0;0,0;0,0;Reprovado
164971;ARLEN SANTIAGO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SALINAS;MUNICIPIO DE SALINAS;0016/2025;90000,0;90000,0;90000,0;90000,0;Pago Total
158817;BRUNO ENGLER;CBMMG;2025;EXECUÇÃO DIRETA;Viatura Auto Prevenção e Vistoria + equipamentos;SEGURANÇA PÚBLICA;OURO PRETO;CIA - Ouro Preto;;190000,0;190000,0;189901,8;0,0;Empenhado
165092;MARQUINHO LEMOS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SAO JOSE DO MANTIMENTO;MUNICIPIO DE SAO JOSE DO MANTIMENTO;0016/2025;80000,0;80000,0;80000,0;80000,0;Pago Total
165893;ANA PAULA SIQUEIRA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;SANTANA DO PARAISO;CANTINHO DOS IDOSOS PARAISO;1481000678/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
164388;ANTONIO CARLOS ARANTES;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;CULTURA;BURITIZEIRO;INSTITUTO CAFE SOLIDARIO;1271000571/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
160882;IONE PINHEIRO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;CAETE;ASSOCIACAO CAMINHO DA SOBRIEDADE;1491000377/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
163396;ZÉ GUILHERME;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;EVENTOS - Participação - Evento Esportivo;DESPORTO E LAZER;SAO PAULO;CONFEDERACAO BRASILEIRA DE DESPORTOS DE SURDOS;1481000108/2025;160000,0;160000,0;160000,0;160000,0;Pago Total
162387;BEATRIZ CERQUEIRA;SEAPA;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);AGRICULTURA;PONTO CHIQUE;ASSOCIACAO DOS PESCADORES VAZANTEIROS E AGRICULTURA FAMILIAR DE PONTO CHIQUE;1231000228/2025;90210,08;90210,08;90210,08;90210,08;Pago Total
162061;DOORGAL ANDRADA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PEQUI;MUNICIPIO DE PEQUI;0016/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
164108;TADEU MARTINS LEITE;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;FUNDACAO FELICE ROSSO;010639/2025;190000,0;190000,0;190000,0;190000,0;Pago Total
168746;CAPOREZZO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;CACHOEIRA DA PRATA;FUNDO MUNICIPAL DE SAUDE DE CACHOEIRA DA PRATA;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
164354;MARQUINHO LEMOS;FES;2025;RESOLUÇÃO SES;Equipamentos e Materiais Permanentes;SAÚDE;ARICANDUVA;FUNDO MUNICIPAL DE SAUDE;010098/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
163186;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PIRAPORA;MUNICIPIO DE PIRAPORA;0016/2025;20000,0;20000,0;20000,0;20000,0;Pago Total
165393;CAPOREZZO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;MONTES CLAROS;FUNDO MUNICIPAL DE SAUDE;;200000,0;0,0;0,0;0,0;Reprovado
160953;DR. MAURICIO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;EXTREMA;FUNDO MUNICIPAL DE SAUDE DE EXTREMA;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
165842;RODRIGO LOPES;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;CONCEICAO DO PARA;FUNDO MUNICIPAL DE SAUDE DE CONCEICAO DO PARA;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
161699;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;AREADO;MUNICIPIO DE AREADO;0016/2025;41660,0;41660,0;41660,0;41660,0;Pago Total
160252;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;SANTO ANTONIO DO MONTE;EE PADRE PAULO;1055246;100000,0;100000,0;100000,0;100000,0;Pago Total
159509;ADRIANO ALVARENGA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PINGO-D'AGUA;MUNICIPIO DE PINGO D'AGUA;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
167065;NAYARA ROCHA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;VESPASIANO;FUNDACAO VESPASIANENSE DE SAUDE;;721,65;0,0;0,0;0,0;Reprovado
165870;ZÉ LAVIOLA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;SAO JOSE DO DIVINO;FUNDO MUNICIPAL DE SAUDE;010092/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
163715;DOUTOR PAULO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;JESUANIA;MUNICIPIO DE JESUANIA;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
164433;CHIARA BIONDINI;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;ALTO JEQUITIBA;FUNDO MUNICIPAL DE SAUDE DE ALTO JEQUITIBA;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
162148;LEANDRO GENARO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CAMPANARIO;MUNICIPIO DE CAMPANARIO;0016/2025;1500000,0;1500000,0;1500000,0;1500000,0;Pago Total
162514;PROFESSOR WENDEL MESQUITA;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;BONFIM;FUNDO MUNICIPAL DE SAUDE DE BONFIM;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
160916;DR. MAURICIO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;LUMINARIAS;FUNDO MUNICIPAL DE SAÚDE DE LUMINÁRIAS;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
166307;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;ITAJUBA;EE MAJOR JOÃO PEREIRA;1055094;100000,0;100000,0;100000,0;100000,0;Pago Total
160069;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PRATAPOLIS;MUNICIPIO DE PRATAPOLIS;0016/2025;210000,0;210000,0;210000,0;210000,0;Pago Total
158763;LUIZINHO;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;REFORMA OU OBRA - Construção - Melhorias e reformas habitacionais;HABITAÇÃO;ALFENAS;ASSOCIACAO MINEIRA DE HABITACAO;;1000000,0;0,0;0,0;0,0;Reprovado
158873;BLOCO AVANCA MINAS;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;CANAPOLIS;FUNDO MUNICIPAL DE SAUDE DE CANAPOLIS MG;010049/2025;190000,0;190000,0;190000,0;190000,0;Pago Total
160326;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;TARUMIRIM;EE PIMENTA DA VEIGA;1055271;100000,0;100000,0;100000,0;100000,0;Pago Total
161010;BLOCO MINAS EM FRENTE;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Projeto Pedagogico - Formatura ;EDUCAÇÃO;ESMERALDAS;EE MONTE SINAI;1054964;70000,0;70000,0;70000,0;70000,0;Pago Total
167995;MARLI RIBEIRO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PARACATU;MUNICIPIO DE PARACATU;0016/2025;270,0;270,0;270,0;270,0;Pago Total
165404;PROFESSOR WENDEL MESQUITA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;NOVO ORIENTE DE MINAS;MUNICIPIO DE NOVO ORIENTE DE MINAS;0016/2025;13500,0;13500,0;13500,0;13500,0;Pago Total
158216;LUCAS LASMAR;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;PRADOS;FUNDO MUNICIPAL DE SAUDE;010040/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
159666;SARGENTO RODRIGUES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CARMO DO RIO CLARO;MUNICIPIO DE CARMO DO RIO CLARO;0016/2025;50000,0;50000,0;50000,0;50000,0;Pago Total
164417;CHIARA BIONDINI;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;JABOTICATUBAS;FUNDO MUNICIPAL DE SAUDE;010092/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
163549;MARIO HENRIQUE CAIXA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;MONTES CLAROS;FUNDO MUNICIPAL DE SAUDE;010118/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
167466;ZÉ LAVIOLA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SANTANA DO RIACHO;MUNICIPIO DE SANTANA DO RIACHO;0016/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
167669;RODRIGO LOPES;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;INCONFIDENTES;FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
158676;OSCAR TEIXEIRA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;JUIZ DE FORA;INSTITUTO DE SAUDE HSVP;010064/2025;2000000,0;2000000,0;2000000,0;2000000,0;Pago Total
166766;ULYSSES GOMES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MACHADO;MUNICIPIO DE MACHADO;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
165588;ULYSSES GOMES;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;SANTA RITA DE CALDAS;FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
165804;RODRIGO LOPES;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;CAREACU;FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
164116;JOAO MAGALHAES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;MATIPO;FUNDO MUNICIPAL DE SAUDE DE MATIPO;010092/2025;1000000,0;1000000,0;1000000,0;1000000,0;Pago Total
167351;CORONEL HENRIQUE;FES;2025;RESOLUÇÃO SES;FES Ambulância Tipo A Simples Remoção - Furgoneta;SAÚDE;ITAPECERICA;FUNDO MUNICIPAL DE SAUDE;010096/2025;118358,0;118358,0;118358,0;118358,0;Pago Total
168446;JOÃO JÚNIOR;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;JABOTICATUBAS;FUNDACAO HOSPITALAR SANTO ANTONIO;010133/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
163970;ANTONIO CARLOS ARANTES;CBMMG;2025;EXECUÇÃO DIRETA;Custeio;SEGURANÇA PÚBLICA;POCOS DE CALDAS;A SER DEFINIDO PELO ÓRGÃO;;200000,0;200000,0;200000,0;0,0;Empenhado
163941;CELINHO DO SINTTROCEL;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CONTAGEM;MUNICIPIO DE CONTAGEM;0016/2025;250000,0;250000,0;250000,0;250000,0;Pago Total
165985;LUIZINHO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;PARAGUACU;FUNDO MUNICIPAL DE SAUDE DE PARAGUACU;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
159313;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;CAMPO BELO;EE PADRE ALBERTO FUGER;1055244;100000,0;100000,0;100000,0;100000,0;Pago Total
163064;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;BELO HORIZONTE;MUNICIPIO DE BELO HORIZONTE;0016/2025;84000,0;84000,0;84000,0;84000,0;Pago Total
160855;CORONEL SANDRO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;IGARAPE;FUNDO MUNICIPAL DE SAUDE DE IGARAPE;010092/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
167501;ZÉ LAVIOLA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;UBERABA;MUNICIPIO DE UBERABA;0016/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
164559;RAUL BELÉM;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;ARAGUARI;SANTA CASA DE MISERICÓRDIA DE ARAGUARI;010091/2025;1000000,0;1000000,0;1000000,0;1000000,0;Pago Total
161979;LELECO PIMENTEL;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;RIO ESPERA;MUNICIPIO DE RIO ESPERA;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
168289;DELEGADO CHRISTIANO XAVIER;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;PARA DE MINAS;IRMANDADE NOSSA SENHORA DA CONCEICAO DE PARA DE MINAS;010091/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
161061;RICARDO CAMPOS;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BONITO DE MINAS;FUNDO MUNICIPAL DE SAUDE - MUNICIPIO DE BONITO DE MINAS;010092/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
159377;SARGENTO RODRIGUES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;MINAS NOVAS;FUNDACAO MINAS NOVAS;010064/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
166696;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;PLANURA;EE ALYSSON ROBERTO BRUNO;1055208;150000,0;150000,0;150000,0;150000,0;Pago Total
167207;DOUTOR WILSON BATISTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PIRAPETINGA;MUNICIPIO DE PIRAPETINGA;0016/2025;170000,0;170000,0;170000,0;170000,0;Pago Total
162505;MARIA CLARA MARRA;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;TRES MARIAS;FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
167998;ZÉ LAVIOLA;SEMAD;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Especializado - Castração de animais;GESTÃO AMBIENTAL;GOVERNADOR VALADARES;ASSOCIACAO DE PROTETORES E AMIGOS PETS DOSVALES PET DOS VALES;1371000534/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
163400;JOAO VITOR XAVIER;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - PROJETOS CULTURAIS E TURISTICOS DE INTERESSE PÚBLICO;CULTURA;CONFINS;GRUPO CULTURAL NUCLEO TECNICO DE ARTES CENICAS - NUTAC;1271000198/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
161409;BELLA GONÇALVES;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Contratação - Não há;TRABALHO;VICOSA;NACAB- NUCLEO DE ASSESSORIA AS COMUNIDADES ATINGIDAS POR BARRAGENS;1481000679/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
164426;LOHANNA;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;EVENTOS - Realização - Projetos Culturais de Interesse Público;CULTURA;DIVINOPOLIS;ASSOCIACAO CULTURAL DE EDUCACAO SOCIAL E ARTISTICA;1271000169/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
168921;DUARTE BECHIR;FES;2025;RESOLUÇÃO SES;Veículo Minivan (mínimo 7 lugares);SAÚDE;PEDRO TEIXEIRA;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PEDRO TEIXEIRA;010088/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
158315;BIM DA AMBULÂNCIA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;TUMIRITINGA;FUNDO MUNICIPAL DE SAUDE DE TUMIRITINGA;010049/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
178845;ANTONIO CARLOS ARANTES;FES;2025;RESOLUÇÃO SES;Foco Cirúrgico de Teto com Câmera de Vídeo;SAÚDE;PARAGUACU;FUNDACAO HOSPITALAR DE PARAGUACU -FHOP;010497/2025;192815,0;192815,0;192815,0;192815,0;Pago Total
164050;CARLOS HENRIQUE;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;DIVISOPOLIS;FUNDO MUNICIPAL DE SAUDE;010092/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
159737;LUIZINHO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ITAU DE MINAS;MUNICIPIO DE ITAU DE MINAS;0016/2025;140000,0;140000,0;140000,0;140000,0;Pago Total
167962;RAUL BELÉM;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Micro trator com implemento;AGRICULTURA;PRATINHA;MUNICIPIO DE PRATINHA;;32200,0;32200,0;32200,0;32200,0;Pago Total
165576;JOÃO JÚNIOR;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;JABOTICATUBAS;FUNDO MUNICIPAL DE SAUDE;010092/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
169107;DUARTE BECHIR;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;FUNDACAO BENJAMIN GUIMARAES;010091/2025;124800,0;124800,0;124800,0;124800,0;Pago Total
179914;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Manutenção e Conservação Predial;EDUCAÇÃO;UBERLANDIA;EE MÁRIO PORTO;1055533;100000,0;100000,0;100000,0;100000,0;Pago Total
158481;BETAO;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;JUIZ DE FORA;EE ALI HALFELD;1055112;100000,0;100000,0;100000,0;100000,0;Pago Total
159894;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;ANTONIO CARLOS;EE LIMA DUARTE;1055251;100000,0;100000,0;100000,0;100000,0;Pago Total
158782;ALENCAR DA SILVEIRA JR.;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;DIVISA NOVA;MUNICIPIO DE DIVISA NOVA;0016/2025;50000,0;50000,0;50000,0;50000,0;Pago Total
164346;HELY TARQUINIO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;MATUTINA;FUNDO MUNICIPAL DE SAUDE DE MATUTINA;010092/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
161092;BELLA GONÇALVES;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Não há;CULTURA;BELO HORIZONTE;ASSOCIACAO CULTURAL ENTAO, BRILHA!;1271000338/2025;320000,0;320000,0;320000,0;320000,0;Pago Total
168090;LUIZINHO;SEMAD;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Especializado - Educação Ambiental;GESTÃO AMBIENTAL;CALDAS;ALIANCA EM PROL DA APA DA PEDRA BRANCA;1371000625/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
165838;ANA PAULA SIQUEIRA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;ITAOBIM;ASSOCIACAO DA CRIANCA E DO ADOLESCENTE DE ITAOBIM;1481000918/2025;100000,0;99914,8;99914,8;99914,8;Pago Total
166126;RODRIGO LOPES;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Minivan (mínimo 7 lugares);ADMINISTRAÇÃO;IBITIURA DE MINAS;ACAO SOCIAL IBITIURENSE;1481000794/2025;160000,0;144140,7;144140,7;144140,7;Pago Total
166849;MARLI RIBEIRO;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;JUIZ DE FORA;ASSOCIACAO NOVA ALIANCA JUIZ DE FORA;1481002280/2025;400000,0;398790,0;398790,0;398790,0;Pago Total
179224;BETAO;SEMAD;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);GESTÃO AMBIENTAL;PALMA;SOCIEDADE PALMENSE DE PROTECAO AOS ANIMAIS TIA JO - SPPATJ;1371002215/2025;90210,08;90210,08;90210,08;90210,08;Pago Total
165995;DOUTOR WILSON BATISTA;SEE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Mobiliário e Equipamento;EDUCAÇÃO;PIRAPETINGA;MUNICIPIO DE PIRAPETINGA;1261000359/2025;250000,0;250000,0;250000,0;250000,0;Pago Total
168326;RODRIGO LOPES;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Van (mínimo 15 lugares);ADMINISTRAÇÃO;MONTE SIAO;RECANTO DE APOIO A VIDA - REAVIDA;1491000244/2025;124048,01;124048,01;124048,01;124048,01;Pago Total
169002;ELISMAR PRADO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;SABARA;ASSOCIACAO PROJETO GERANDO VALORES;1491000481/2025;175000,0;174538,58;174538,58;174538,58;Pago Total
165225;LOHANNA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;DESPORTO E LAZER;OURO PRETO;INSTITUTO TRAMPOLIM;1481002005/2025;57000,0;57000,0;57000,0;57000,0;Pago Total
163676;ANTONIO CARLOS ARANTES;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;ALFENAS;LAR S VICENTE DE PAULO DE ALFENAS;1481000270/2025;100000,0;99934,1;99934,1;99934,1;Pago Total
